app,review,rating,date,clean,processed,feature_request,complaint_type,sentiment_score,sentiment
WhatsApp,genious,5,2026-04-28 19:36:41,genious,genious,False,Other,0.0,Neutral
WhatsApp,Please add enough letters to the bio; don’t limit it. please consider my request 🙏🏿,3,2026-04-28 19:34:13,please add enough letters to the bio dont limit it please consider my request ,add letter bio not limit consider request,True,Other,0.0,Neutral
WhatsApp,okok,3,2026-04-28 19:34:11,okok,okok,False,Other,0.0,Neutral
WhatsApp,Good experience,5,2026-04-28 19:33:48,good experience,good experience,False,Other,0.7,Positive
WhatsApp,great app,5,2026-04-28 19:32:11,great app,great app,False,Other,0.8,Positive
WhatsApp,GREAT APP,5,2026-04-28 19:32:06,great app,great app,False,Other,0.8,Positive
WhatsApp,Excellent,5,2026-04-28 19:31:39,excellent,excellent,False,Other,1.0,Positive
WhatsApp,I update my whatsapp but it still showing that i should download the official whatsapp to continue but i already download what is wrong can review it for to continue using the app,5,2026-04-28 19:31:16,i update my whatsapp but it still showing that i should download the official whatsapp to continue but i already download what is wrong can review it for to continue using the app,update whatsapp show download official whatsapp continue download wrong review continue app,True,Other,-0.5,Negative
WhatsApp,voice msgs is not working,1,2026-04-28 19:30:29,voice msgs is not working,voice msgs work,False,Other,0.0,Neutral
WhatsApp,I love it so much,5,2026-04-28 19:29:32,i love it so much,love,False,Other,0.35,Positive
WhatsApp,The worst app I never enjoyed lol of my accounts are being logged out after the review the account will be restored and not more than 10 hrs it will b banned again for no specific reason... Plz do something and permanently restore account that are bans for no apparent reason,1,2026-04-28 19:29:14,the worst app i never enjoyed lol of my accounts are being logged out after the review the account will be restored and not more than  hrs it will b banned again for no specific reason plz do something and permanently restore account that are bans for no apparent reason,bad app enjoy lol account log review account restore   hrs b ban specific reason plz permanently restore account ban apparent reason,False,Other,-0.12083333333333333,Negative
WhatsApp,good,1,2026-04-28 19:28:55,good,good,False,Other,0.7,Positive
WhatsApp,stupid app,1,2026-04-28 19:28:37,stupid app,stupid app,False,Other,-0.7999999999999999,Negative
WhatsApp,can not receive messages,1,2026-04-28 19:26:41,can not receive messages,receive message,False,Other,0.0,Neutral
WhatsApp,"I love the app so much, it gives me joy although it costs a lot and consumes a lot of data, but it's the best app",5,2026-04-28 19:26:22,i love the app so much it gives me joy although it costs a lot and consumes a lot of data but its the best app,love app give joy cost lot consume lot datum good app,False,Other,0.625,Positive
WhatsApp,good working 👍,5,2026-04-28 19:26:21,good working ,good working,False,Other,0.7,Positive
WhatsApp,reliable nice,5,2026-04-28 19:25:02,reliable nice,reliable nice,False,Other,0.6,Positive
WhatsApp,it is very intrasting,3,2026-04-28 19:24:50,it is very intrasting,intrasting,False,Other,0.2,Positive
WhatsApp,my watsapp is banned please solve my problem,1,2026-04-28 19:23:17,my watsapp is banned please solve my problem,watsapp ban solve problem,False,Other,0.0,Neutral
WhatsApp,good,5,2026-04-28 19:22:36,good,good,False,Other,0.7,Positive
WhatsApp,Good,1,2026-04-28 19:20:37,good,good,False,Other,0.7,Positive
WhatsApp,in whatsapp Data secrecy is very concerning!,3,2026-04-28 19:20:10,in whatsapp data secrecy is very concerning,whatsapp datum secrecy concern,False,Other,0.2,Positive
WhatsApp,Ok 🆗 but it requires a best internet speed for downloading videos and for video calls howevere when we call any one there is so many lag hence a good network please Whatsapp solve it.,4,2026-04-28 19:20:00,ok  but it requires a best internet speed for downloading videos and for video calls howevere when we call any one there is so many lag hence a good network please whatsapp solve it,ok   require good internet speed download video video call howevere lag good network whatsapp solve,False,Performance,0.675,Positive
WhatsApp,from last month it is not working well because sometimes I open Whatsapp and I didn't seen my contacts last seens and i am not be able to see them online as well I don't think it's a bug because I usually update Whatsapp and I chek daily on play store if update needed . I hope u can fix this problem soon but for now only 1 star,1,2026-04-28 19:18:50,from last month it is not working well because sometimes i open whatsapp and i didnt seen my contacts last seens and i am not be able to see them online as well i dont think its a bug because i usually update whatsapp and i chek daily on play store if update needed  i hope u can fix this problem soon but for now only  star,month work open whatsapp not see contact seen able online not think bug usually update whatsapp chek daily play store update need   hope u fix problem soon   star,True,Bug,0.03571428571428571,Neutral
WhatsApp,good 👍,5,2026-04-28 19:18:32,good ,good,False,Other,0.7,Positive
WhatsApp,"knk status mekrang xda lagu whatsapp, paltok ato cepat"" selom ku bante kau",1,2026-04-28 19:17:52,knk status mekrang xda lagu whatsapp paltok ato cepat selom ku bante kau,knk status mekrang xda lagu whatsapp paltok ato cepat selom ku bante kau,False,Performance,0.0,Neutral
WhatsApp,nice,4,2026-04-28 19:17:33,nice,nice,False,Other,0.6,Positive
WhatsApp,It's good app and there is many new features of AI is updated on this and we are easily talk on chat call vedio call an all in this app,5,2026-04-28 19:16:23,its good app and there is many new features of ai is updated on this and we are easily talk on chat call vedio call an all in this app,good app new feature ai update easily talk chat vedio app,True,Other,0.44242424242424244,Positive
WhatsApp,good,5,2026-04-28 19:15:48,good,good,False,Other,0.7,Positive
WhatsApp,WhatsApp is so good I will stay online the hole day I really love it it is so good,5,2026-04-28 19:15:29,whatsapp is so good i will stay online the hole day i really love it it is so good,whatsapp good stay online hole day love good,False,Other,0.6333333333333333,Positive
WhatsApp,nice 👍,5,2026-04-28 19:15:05,nice ,nice,False,Other,0.6,Positive
WhatsApp,it's very useful,5,2026-04-28 19:14:35,its very useful,useful,False,Other,0.39,Positive
WhatsApp,piles anelock tha whatsapp,5,2026-04-28 19:13:47,piles anelock tha whatsapp,pile anelock tha whatsapp,False,Other,0.0,Neutral
WhatsApp,lambat loading,1,2026-04-28 19:12:46,lambat loading,lambat loading,False,Other,0.0,Neutral
WhatsApp,what sapp,4,2026-04-28 19:12:46,what sapp,sapp,False,Other,0.0,Neutral
WhatsApp,WhatsApp is good honestly I give them that but i don't understand how one account can get ban just like that and after installing the app again it won't verify my number like seriously it's annoying,1,2026-04-28 19:12:08,whatsapp is good honestly i give them that but i dont understand how one account can get ban just like that and after installing the app again it wont verify my number like seriously its annoying,whatsapp good honestly not understand account ban like instal app will not verify number like seriously annoying,False,Other,0.04166666666666663,Neutral
WhatsApp,good app nothing more.. just very good,5,2026-04-28 19:11:28,good app nothing more just very good,good app good,False,Other,0.7033333333333333,Positive
WhatsApp,Excellent,5,2026-04-28 19:11:19,excellent,excellent,False,Other,1.0,Positive
WhatsApp,l used for only 3 mounts it misbehaving,5,2026-04-28 19:11:07,l used for only  mounts it misbehaving,l   mount misbehave,False,Other,0.0,Neutral
WhatsApp,Good experience,5,2026-04-28 19:09:45,good experience,good experience,False,Other,0.7,Positive
WhatsApp,best,5,2026-04-28 19:08:46,best,well,False,Other,1.0,Positive
WhatsApp,nice 👍,5,2026-04-28 19:08:17,nice ,nice,False,Other,0.6,Positive
WhatsApp,good app,5,2026-04-28 19:08:05,good app,good app,False,Other,0.7,Positive
WhatsApp,"now when I update my whatsapp, many problem showing, likely when I vedio call to another person, another person showing my background black pitch.",4,2026-04-28 19:06:58,now when i update my whatsapp many problem showing likely when i vedio call to another person another person showing my background black pitch,update whatsapp problem show likely vedio person person show background black pitch,True,Other,0.11111111111111112,Positive
WhatsApp,I'm using WhatsApp for years now is so good secured and also faster,5,2026-04-28 19:06:37,im using whatsapp for years now is so good secured and also faster,m whatsapp year good secured fast,False,Other,0.7,Positive
WhatsApp,good,5,2026-04-28 19:05:32,good,good,False,Other,0.7,Positive
WhatsApp,My account got spammed by random people asking to send nudes then my account got banned please fix this,1,2026-04-28 19:04:50,my account got spammed by random people asking to send nudes then my account got banned please fix this,account get spamme random people ask send nude account get ban fix,False,Other,-0.5,Negative
WhatsApp,nice,5,2026-04-28 19:04:36,nice,nice,False,Other,0.6,Positive
WhatsApp,Thank you,1,2026-04-28 19:04:13,thank you,thank,False,Other,0.0,Neutral
WhatsApp,"since the new update i have every time black spots on the video call, I tried all the recommended tips to solve it, nothing works.Please release an update that solves this bug problem with the black spots",1,2026-04-28 19:04:02,since the new update i have every time black spots on the video call i tried all the recommended tips to solve it nothing worksplease release an update that solves this bug problem with the black spots,new update time black spot video try recommend tip solve worksplease release update solve bug problem black spot,True,Bug,-0.06565656565656565,Neutral
WhatsApp,my WhatsApp is ban,1,2026-04-28 19:04:00,my whatsapp is ban,whatsapp ban,False,Other,0.0,Neutral
WhatsApp,Start isssue in whatsapp status and views,5,2026-04-28 19:03:47,start isssue in whatsapp status and views,start isssue whatsapp status view,False,Other,0.0,Neutral
WhatsApp,super,5,2026-04-28 19:02:33,super,super,False,Other,0.3333333333333333,Positive
WhatsApp,not bad..wish meta would reply in voice notes,5,2026-04-28 19:01:45,not badwish meta would reply in voice notes,badwish meta reply voice note,False,Other,0.0,Neutral
Snapchat,the best app,5,2026-04-29 16:25:21,the best app,good app,False,Other,1.0,Positive
Snapchat,"Snapchat has been really frustrating lately due to a mute bug. Whenever I record videos and mute them, they still play with sound. Even older videos that were supposed to be muted are now showing audio again. I’ve checked on other phones too, and it seems like the same issue is happening for everyone, so it’s likely a glitch from Snapchat’s side. This completely ruins the purpose of the mute option. I hope Snapchat fixes this soon.",3,2026-04-29 16:21:29,snapchat has been really frustrating lately due to a mute bug whenever i record videos and mute them they still play with sound even older videos that were supposed to be muted are now showing audio again ive checked on other phones too and it seems like the same issue is happening for everyone so its likely a glitch from snapchats side this completely ruins the purpose of the mute option i hope snapchat fixes this soon,snapchat frustrating lately mute bug record video mute play sound old video suppose mute show audio ve check phone like issue happen likely glitch snapchat completely ruin purpose mute option hope snapchat fix soon,True,Bug,-0.029166666666666667,Neutral
Snapchat,I keep getting my my snap lock for no reason and I'm 19 like bro,1,2026-04-29 16:14:57,i keep getting my my snap lock for no reason and im  like bro,get snap lock reason m   like bro,False,Other,0.0,Neutral
Snapchat,This app is very nice. It's filter is nice.,5,2026-04-29 16:14:49,this app is very nice its filter is nice,app nice filter nice,False,Other,0.69,Positive
Snapchat,Suraj Mallik,5,2026-04-29 16:14:20,suraj mallik,suraj mallik,False,Other,0.0,Neutral
Snapchat,my name is sagar,5,2026-04-29 16:13:18,my name is sagar,sagar,False,Other,0.0,Neutral
Snapchat,its the best app ever . no need of iPhone. don't waste money . only install snapchat. also we can chat in it,5,2026-04-29 16:13:02,its the best app ever  no need of iphone dont waste money  only install snapchat also we can chat in it,good app   need iphone not waste money   install snapchat chat,True,Other,0.26666666666666666,Positive
Snapchat,Ok,3,2026-04-29 16:09:13,ok,ok,False,Other,0.5,Positive
Snapchat,it's good app not bad try this,2,2026-04-29 16:03:03,its good app not bad try this,good app bad try,False,Other,0.5249999999999999,Positive
Snapchat,mubashirfaiz mubashirfaiz,1,2026-04-29 16:00:51,mubashirfaiz mubashirfaiz,mubashirfaiz mubashirfaiz,False,Other,0.0,Neutral
Snapchat,hang problem,4,2026-04-29 16:00:36,hang problem,hang problem,False,Other,0.0,Neutral
Snapchat,v good,5,2026-04-29 15:54:25,v good,v good,False,Other,0.7,Positive
Snapchat,Snapchat was awesome.... Make connection people very easy! Must have app on mobile fon..! 💪,5,2026-04-29 15:51:57,snapchat was awesome make connection people very easy must have app on mobile fon ,snapchat awesome connection people easy app mobile fon,False,Other,0.7816666666666667,Positive
Snapchat,I most like this aap💗,5,2026-04-29 15:48:07,i most like this aap,like aap,False,Other,0.5,Positive
Snapchat,all good,4,2026-04-29 15:44:15,all good,good,False,Other,0.7,Positive
Snapchat,Kainat kainoo 326,5,2026-04-29 15:40:07,kainat kainoo ,kainat kainoo,False,Other,0.0,Neutral
Snapchat,good,5,2026-04-29 15:39:04,good,good,False,Other,0.7,Positive
Snapchat,expensive,5,2026-04-29 15:36:56,expensive,expensive,False,Other,-0.5,Negative
Snapchat,when someone complain to you...they immidiately block without investigating the complain. I was block 3 times because i have enemy in snapchat who always watching my move.,1,2026-04-29 15:36:26,when someone complain to youthey immidiately block without investigating the complain i was block  times because i have enemy in snapchat who always watching my move,complain youthey immidiately block investigate complain block   time enemy snapchat watch,False,Other,0.0,Neutral
Snapchat,manish,2,2026-04-29 15:34:16,manish,manish,False,Other,0.0,Neutral
Snapchat,wow,5,2026-04-29 15:33:48,wow,wow,False,Other,0.1,Neutral
Snapchat,"good lets u see people location, names, what they look like, how opened the messages, call logs, and if u want a parent could watch over in the control thingy in the settings plus u can watch videos, see stories, and take pictures",5,2026-04-29 15:33:24,good lets u see people location names what they look like how opened the messages call logs and if u want a parent could watch over in the control thingy in the settings plus u can watch videos see stories and take pictures,good let u people location name look like open message log u want parent watch control thingy setting plus u watch video story picture,False,Other,0.7,Positive
Snapchat,"horrible automated security system, will not be using this app anymore",1,2026-04-29 15:31:00,horrible automated security system will not be using this app anymore,horrible automate security system app anymore,False,Other,-1.0,Negative
Snapchat,this is not a good . app random peoples add check your stories. it's privacy not a public. yesterday a random people request me. this is not fair.,1,2026-04-29 15:27:56,this is not a good  app random peoples add check your stories its privacy not a public yesterday a random people request me this is not fair,good   app random people add check story privacy public yesterday random people request fair,True,Other,-0.34,Negative
Snapchat,good,5,2026-04-29 15:27:16,good,good,False,Other,0.7,Positive
Snapchat,I think 🧐 it's nice experience,4,2026-04-29 15:19:18,i think  its nice experience,think   nice experience,False,Other,0.6,Positive
Snapchat,always saying that c14 is unavailable,1,2026-04-29 15:15:14,always saying that c is unavailable,say c unavailable,False,Other,0.0,Neutral
Snapchat,some filters are sensitive but some filters are good,3,2026-04-29 15:04:19,some filters are sensitive but some filters are good,filter sensitive filter good,False,Other,0.39999999999999997,Positive
Snapchat,"the worst app for youths spreading addiction only , never download and save yourself 🙏",1,2026-04-29 15:03:15,the worst app for youths spreading addiction only  never download and save yourself ,bad app youth spread addiction   download save,True,Other,-0.5,Negative
Snapchat,Hello Snapchat team please don't block my account@dr_dermatologit,1,2026-04-29 14:54:09,hello snapchat team please dont block my accountdrdermatologit,hello snapchat team not block accountdrdermatologit,False,Other,0.0,Neutral
Snapchat,nice app,5,2026-04-29 14:52:43,nice app,nice app,False,Other,0.6,Positive
Snapchat,have a good experience,5,2026-04-29 14:49:03,have a good experience,good experience,False,Other,0.7,Positive
Snapchat,so amazing I know about this app from YouTube this app was really good 🎉🥰🔱⛓️💪😘💍📱📲🎂💐😂🤣🤣🤣🤣🤣,4,2026-04-29 14:38:33,so amazing i know about this app from youtube this app was really good ,amazing know app youtube app good,False,Other,0.65,Positive
Snapchat,"bad cutting sticker 💔 + no privace no good features unless you pay required a bit fast connection not good with poor in result bad visuals in video calls take time to send text also may experience notifications but not seeing messages 😕, new feature HD picture quality is lower than standard (Moto edge 50 pro and Xiaomi note 14 4g)how it's possible 🤐",1,2026-04-29 14:36:36,bad cutting sticker   no privace no good features unless you pay required a bit fast connection not good with poor in result bad visuals in video calls take time to send text also may experience notifications but not seeing messages  new feature hd picture quality is lower than standard moto edge  pro and xiaomi note  ghow its possible ,bad cut sticker    privace good feature pay require bit fast connection good poor result bad visual video call time send text experience notification see message   new feature hd picture quality low standard moto edge   pro xiaomi note   ghow possible,True,UI/UX,-0.2763636363636363,Negative
Snapchat,its a good app but like im over 12 and thats the age rating for it but I get locked out till im 16 like its not fair I did a face scanner on snap and it past me so I could still use it,3,2026-04-29 14:34:01,its a good app but like im over  and thats the age rating for it but i get locked out till im  like its not fair i did a face scanner on snap and it past me so i could still use it,good app like m   s age rating lock till m   like fair face scanner snap past use,False,Other,0.033333333333333326,Neutral
Snapchat,sad_write42 tiktok I'd Following Nice App Snapchat From Rawalpindi,3,2026-04-29 14:31:23,sadwrite tiktok id following nice app snapchat from rawalpindi,sadwrite tiktok d follow nice app snapchat rawalpindi,False,Other,0.3,Positive
Snapchat,Gay,1,2026-04-29 14:31:20,gay,gay,False,Other,0.4166666666666667,Positive
Snapchat,good,5,2026-04-29 14:27:54,good,good,False,Other,0.7,Positive
Snapchat,good,1,2026-04-29 14:27:05,good,good,False,Other,0.7,Positive
Snapchat,"ab, ,&",3,2026-04-29 14:23:15,ab ,ab,False,Other,0.0,Neutral
Snapchat,Awesome 👍,5,2026-04-29 14:22:26,awesome ,awesome,False,Other,1.0,Positive
Snapchat,Not helpful because chat not sent,5,2026-04-29 14:21:38,not helpful because chat not sent,helpful chat send,False,Other,0.0,Neutral
Snapchat,good 👍,5,2026-04-29 14:16:07,good ,good,False,Other,0.7,Positive
Snapchat,nice,5,2026-04-29 14:16:02,nice,nice,False,Other,0.6,Positive
Snapchat,i like to us snapchat...can edit photo with it..and can post photos,5,2026-04-29 14:12:27,i like to us snapchatcan edit photo with itand can post photos,like snapchatcan edit photo itand post photo,False,Other,0.0,Neutral
Snapchat,well good.,1,2026-04-29 14:11:53,well good,good,False,Other,0.7,Positive
Snapchat,my juice my happiness,5,2026-04-29 14:06:32,my juice my happiness,juice happiness,False,UI/UX,0.7,Positive
Snapchat,Good one,1,2026-04-29 14:06:14,good one,good,False,Other,0.7,Positive
Snapchat,nice apps,5,2026-04-29 14:02:59,nice apps,nice app,False,Other,0.6,Positive
Snapchat,perfext,5,2026-04-29 13:57:53,perfext,perfext,False,Other,0.0,Neutral
Snapchat,best,5,2026-04-29 13:56:10,best,well,False,Other,1.0,Positive
Snapchat,"Hi, my Snapchat account was restored after I contacted support, but I was unable to send messages/snaps (they all showed “Failed. Tap to retry”). After logging out and trying to log back in, I’m again getting “Service Unavailable” and cannot access my account. I’ve already tried different networks, devices, and reinstalling the app.",2,2026-04-29 13:52:25,hi my snapchat account was restored after i contacted support but i was unable to send messagessnaps they all showed failed tap to retry after logging out and trying to log back in im again getting service unavailable and cannot access my account ive already tried different networks devices and reinstalling the app,hi snapchat account restore contact support unable send messagessnap show fail tap retry log try log m get service unavailable access account ve try different network device reinstall app,False,Network,-0.25,Negative
Snapchat,superb,5,2026-04-29 13:51:12,superb,superb,False,Other,1.0,Positive
Snapchat,Good experience,5,2026-04-29 13:44:59,good experience,good experience,False,Other,0.7,Positive
Snapchat,hye snapchat team my device has banned on snapchat due my mistake i dont know the policy of snapchat i am inaware and is it all about mistake please unban my device as soon as possible i am thankful to you please uban and i promise I don't do this type of mistake next time which is against of snapchat policy,5,2026-04-29 13:42:28,hye snapchat team my device has banned on snapchat due my mistake i dont know the policy of snapchat i am inaware and is it all about mistake please unban my device as soon as possible i am thankful to you please uban and i promise i dont do this type of mistake next time which is against of snapchat policy,hye snapchat team device ban snapchat mistake not know policy snapchat inaware mistake unban device soon possible thankful uban promise not type mistake time snapchat policy,False,Other,-0.041666666666666664,Neutral
Snapchat,What's the point of paying premuim and still seeing ads every where that sucks!,1,2026-04-29 13:41:53,whats the point of paying premuim and still seeing ads every where that sucks,s point pay premuim see ad suck,False,UI/UX,-0.3,Negative
Snapchat,they just device ban or lock your account whenever they want without reason. they also locked my account AGAIN for not being 16 when I'm over the age of 16 and it was shown that I was. wouldent recommend just ends up being a waist of time,1,2026-04-29 13:34:46,they just device ban or lock your account whenever they want without reason they also locked my account again for not being  when im over the age of  and it was shown that i was wouldent recommend just ends up being a waist of time,device ban lock account want reason lock account   m age   show wouldent recommend end waist time,False,Other,0.0,Neutral
Snapchat,it is good app,3,2026-04-29 13:24:58,it is good app,good app,False,Other,0.7,Positive
Snapchat,priti baudhy,5,2026-04-29 13:22:16,priti baudhy,priti baudhy,False,Other,0.0,Neutral
Snapchat,I hate snap,1,2026-04-29 13:16:59,i hate snap,hate snap,False,Other,-0.8,Negative
Snapchat,mona 808,5,2026-04-29 13:14:53,mona ,mona,False,Other,0.0,Neutral
Snapchat,this application very great fast aap wonderful aap my favourite snapchat ❤️,5,2026-04-29 13:12:46,this application very great fast aap wonderful aap my favourite snapchat ,application great fast aap wonderful aap favourite snapchat,False,Other,0.7333333333333334,Positive
Snapchat,in 2026 u camera quality of snap sucks plz imporve it,1,2026-04-29 13:02:34,in  u camera quality of snap sucks plz imporve it,  u camera quality snap suck plz imporve,False,Other,-0.3,Negative
Snapchat,Fasley banned my account as I am in Australia and over 16,1,2026-04-29 13:02:01,fasley banned my account as i am in australia and over ,fasley ban account australia,False,Other,0.0,Neutral
Snapchat,my snapchat is were not running right time,5,2026-04-29 12:59:25,my snapchat is were not running right time,snapchat run right time,False,Other,0.2857142857142857,Positive
Snapchat,Fun filters and easy messaging. Love the stories feature.,5,2026-04-29 12:57:26,fun filters and easy messaging love the stories feature,fun filter easy message love story feature,True,Other,0.41111111111111115,Positive
Snapchat,amazing app 😄😄,5,2026-04-29 12:54:58,amazing app ,amazing app,False,Other,0.6000000000000001,Positive
Snapchat,It's fun to show my friends what I've been up to recently.,5,2026-04-29 12:50:54,its fun to show my friends what ive been up to recently,fun friend ve recently,False,Other,0.15,Positive
Snapchat,ok sya maganda,5,2026-04-29 12:49:39,ok sya maganda,ok sya maganda,False,Other,0.5,Positive
Snapchat,nice app,5,2026-04-29 12:49:03,nice app,nice app,False,Other,0.6,Positive
Snapchat,good boy for chatting and filters🙃🤍,5,2026-04-29 12:35:53,good boy for chatting and filters,good boy chat filter,False,Other,0.7,Positive
Snapchat,"It was a very bad experience, I tried to download it many times but it failed",1,2026-04-29 12:33:09,it was a very bad experience i tried to download it many times but it failed,bad experience try download time fail,False,Other,-0.3033333333333333,Negative
Snapchat,electrical engineering,5,2026-04-29 12:30:41,electrical engineering,electrical engineering,False,Other,0.0,Neutral
Snapchat,MyLoveSadiya,2,2026-04-29 12:19:19,mylovesadiya,mylovesadiya,False,Other,0.0,Neutral
Snapchat,open installe app,5,2026-04-29 12:18:10,open installe app,open installe app,False,Other,0.0,Neutral
Snapchat,Great,5,2026-04-29 12:14:47,great,great,False,Other,0.8,Positive
Snapchat,plz solve the glitch snap not open and send,1,2026-04-29 12:14:14,plz solve the glitch snap not open and send,plz solve glitch snap open send,False,Other,0.0,Neutral
Snapchat,c13a : service not available,1,2026-04-29 12:13:07,ca  service not available,  service available,False,Other,-0.2,Negative
Snapchat,cool,5,2026-04-29 12:01:51,cool,cool,False,Other,0.35,Positive
Snapchat,good,4,2026-04-29 12:00:40,good,good,False,Other,0.7,Positive
Snapchat,thik hao,4,2026-04-29 12:00:26,thik hao,thik hao,False,Other,0.0,Neutral
Snapchat,nice Snapchat,5,2026-04-29 11:57:45,nice snapchat,nice snapchat,False,Other,0.6,Positive
Snapchat,good luck super Snapchat 💯💯💯 2. 3x Weekend,5,2026-04-29 11:52:18,good luck super snapchat   x weekend,good luck super snapchat    x weekend,False,Other,0.5166666666666666,Positive
Snapchat,I have a problem I didn't get the option of public profile,5,2026-04-29 11:42:03,i have a problem i didnt get the option of public profile,problem not option public profile,True,Other,0.0,Neutral
Snapchat,this is a bad app all are bad boys so be careful full,1,2026-04-29 11:37:55,this is a bad app all are bad boys so be careful full,bad app bad boy careful,False,Other,-0.2875,Negative
Snapchat,"App crashes everytime I use Snapchat, but apart from that, the features and the range of other stuff you can do is very good, but the app crashes like every 10-20 seconds, I hope this gets fixed in the future.",3,2026-04-29 11:37:06,app crashes everytime i use snapchat but apart from that the features and the range of other stuff you can do is very good but the app crashes like every  seconds i hope this gets fixed in the future,app crash everytime use snapchat apart feature range stuff good app crash like   second hope get fix future,True,Bug,0.22124999999999997,Positive
Snapchat,nice,5,2026-04-29 11:31:02,nice,nice,False,Other,0.6,Positive
Snapchat,thanks a lot albenese,1,2026-04-29 11:30:10,thanks a lot albenese,thank lot albenese,False,Other,0.2,Positive
Snapchat,it's honestly stupid how I'm 16 and I can't even get in my account but yet there are people younger then me that still have access?,1,2026-04-29 11:08:55,its honestly stupid how im  and i cant even get in my account but yet there are people younger then me that still have access,honestly stupid m   not account people young access,False,Other,-0.39999999999999997,Negative
Snapchat,nicee app,5,2026-04-29 11:07:24,nicee app,nicee app,False,Other,0.0,Neutral
Snapchat,nice,5,2026-04-29 11:01:04,nice,nice,False,Other,0.6,Positive
Snapchat,supper,5,2026-04-29 11:00:42,supper,supper,False,Other,0.0,Neutral
Snapchat,This is a app not working please my problem slow and app is very bad,1,2026-04-29 10:50:43,this is a app not working please my problem slow and app is very bad,app work problem slow app bad,False,Performance,-0.605,Negative
Snapchat,nice 👍,5,2026-04-29 10:49:22,nice ,nice,False,Other,0.6,Positive
Snapchat,Snapshot,5,2026-04-29 10:48:59,snapshot,snapshot,False,Other,0.0,Neutral
Snapchat,my snap hacked i need you help,1,2026-04-29 10:46:17,my snap hacked i need you help,snap hack need help,True,Other,0.0,Neutral
Snapchat,Ris nhi h kya karlega hai na dusro,3,2026-04-29 10:43:30,ris nhi h kya karlega hai na dusro,ris nhi h kya karlega hai na dusro,False,Other,0.0,Neutral
Snapchat,Khush bubhalse,1,2026-04-29 10:39:35,khush bubhalse,khush bubhalse,False,Other,0.0,Neutral
Snapchat,it's very nice,4,2026-04-29 10:32:29,its very nice,nice,False,Other,0.78,Positive
Snapchat,can't believe they're charging for storage of your photos now.,1,2026-04-29 10:29:55,cant believe theyre charging for storage of your photos now,not believe charge storage photo,False,Other,0.0,Neutral
Snapchat,good,5,2026-04-29 10:24:50,good,good,False,Other,0.7,Positive
Snapchat,super,5,2026-04-29 10:21:48,super,super,False,Other,0.3333333333333333,Positive
Snapchat,👍🏻super app snap,5,2026-04-29 10:18:03,super app snap,super app snap,False,Other,0.3333333333333333,Positive
Snapchat,8 X's outta 10 my phone powers off/ restarts when i open the app or when I'm in the middle of a video chat.. and my phone gets extremely hot!! and it use to not do that!!,2,2026-04-29 10:17:08, xs outta  my phone powers off restarts when i open the app or when im in the middle of a video chat and my phone gets extremely hot and it use to not do that,  xs outta   phone power restart open app m middle video chat phone get extremely hot use,False,Other,0.08333333333333333,Neutral
Snapchat,Good,4,2026-04-29 10:12:03,good,good,False,Other,0.7,Positive
Snapchat,a good social media app like instagram,4,2026-04-29 10:11:45,a good social media app like instagram,good social medium app like instagram,False,Other,0.36666666666666664,Positive
Snapchat,I like this app this app is very describe,5,2026-04-29 10:11:04,i like this app this app is very describe,like app app describe,False,Other,0.2,Positive
Snapchat,it is good because you can call whit your friends,5,2026-04-29 10:03:38,it is good because you can call whit your friends,good whit friend,False,Other,0.7,Positive
Snapchat,This app gives you very nice photos. This app is really the best. You can get the photos you want. There are many options in it. Thank you for this app.,5,2026-04-29 10:02:24,this app gives you very nice photos this app is really the best you can get the photos you want there are many options in it thank you for this app,app give nice photo app good photo want option thank app,True,Other,0.62,Positive
Snapchat,nice,5,2026-04-29 09:59:27,nice,nice,False,Other,0.6,Positive
Snapchat,I like it being able to talk to friends and family,5,2026-04-29 09:46:21,i like it being able to talk to friends and family,like able talk friend family,False,Other,0.5,Positive
Snapchat,I love talking to my friends on here,5,2026-04-29 09:43:08,i love talking to my friends on here,love talk friend,False,Other,0.5,Positive
Snapchat,ArslanBhatti,5,2026-04-29 09:41:00,arslanbhatti,arslanbhatti,False,Other,0.0,Neutral
Snapchat,waw waw waw,5,2026-04-29 09:35:43,waw waw waw,waw waw waw,False,Other,0.0,Neutral
Snapchat,best app no no,1,2026-04-29 09:28:05,best app no no,good app,False,Other,1.0,Positive
Snapchat,Nice app,5,2026-04-29 09:24:28,nice app,nice app,False,Other,0.6,Positive
Snapchat,"Dear Team, I wanted to share feedback. That everything is going fabulous in your app but one thing is getting me the worst experience is that we don't have an option to search any previous chat in any particular conversation between two users and due to that we need to scroll up much for a long time to see what our previous conversations were and in any emergency it's a very bad to deal with this.So,i formally suggest you to add a search bar for each chat just like WhatsApp has.",1,2026-04-29 09:20:52,dear team i wanted to share feedback that everything is going fabulous in your app but one thing is getting me the worst experience is that we dont have an option to search any previous chat in any particular conversation between two users and due to that we need to scroll up much for a long time to see what our previous conversations were and in any emergency its a very bad to deal with thissoi formally suggest you to add a search bar for each chat just like whatsapp has,dear team want share feedback go fabulous app thing get bad experience not option search previous chat particular conversation user need scroll long time previous conversation emergency bad deal thissoi formally suggest add search bar chat like whatsapp,True,Other,-0.1835185185185185,Negative
Snapchat,the good app please try,5,2026-04-29 09:17:23,the good app please try,good app try,False,Other,0.7,Positive
